n,c,s,trial
46000,638956,307422,7
47000,653882,314727,7
48000,669501,322059,7
49000,685164,330446,7
50000,700277,336125,7
1000,8353,3910,8
2000,18766,8854,8
3000,29885,14095,8
4000,41410,19450,8
5000,53373,25413,8
6000,65796,30908,8
7000,78154,36983,8
8000,91112,43293,8
9000,103719,49727,8
10000,116850,55698,8
11000,129971,62421,8
12000,143539,68475,8
13000,157082,74581,8
14000,170473,80988,8
15000,184182,87966,8
16000,197854,93883,8
17000,211775,100923,8
18000,225704,107784,8
19000,239438,114936,8
20000,253686,121135,8
21000,267967,129079,8
22000,282393,134970,8
23000,296518,142164,8
24000,310713,148725,8
25000,325260,155506,8
26000,339569,162681,8
27000,354266,170273,8
28000,369046,176192,8
29000,383388,184402,8
30000,397926,190449,8
31000,412676,197782,8
32000,427745,204180,8
33000,442698,211810,8
34000,457234,218049,8
35000,472304,225993,8
36000,487350,233913,8
37000,502319,240164,8
38000,517384,248129,8
39000,532460,254183,8
40000,547373,261814,8
41000,562921,270051,8
42000,577754,276588,8
43000,593040,285557,8
44000,608078,292055,8
45000,623515,299114,8
46000,638949,306643,8
47000,654283,314076,8
48000,669510,321813,8
49000,684824,330084,8
50000,700360,336704,8
1000,8422,3899,9
2000,18741,8868,9
3000,29854,14138,9
4000,41475,19525,9
5000,53507,25257,9
6000,65730,31435,9
7000,78218,37088,9
8000,90909,42824,9
9000,103854,49431,9
10000,117010,55765,9
11000,130028,61839,9
12000,143466,68569,9
13000,156890,74982,9
14000,170495,81538,9
15000,184096,87361,9
16000,197755,94290,9
17000,211751,100126,9
18000,225757,107291,9
19000,239700,115206,9
20000,253868,121435,9
21000,267781,128049,9
22000,282148,135778,9
23000,296364,142097,9
24000,310686,150173,9
25000,325325,155809,9
26000,339734,162439,9
27000,354215,169260,9
28000,368917,176866,9
29000,383260,183583,9
30000,398136,191210,9
31000,412826,198207,9
32000,427607,204808,9
33000,442617,212082,9
34000,457535,218182,9
35000,472603,224581,9
36000,487464,233617,9
37000,502181,240906,9
38000,517411,247669,9
39000,532347,254754,9
40000,547716,261791,9
41000,562554,270478,9
42000,577811,278045,9
43000,593270,285406,9
44000,608636,291496,9
45000,623344,299814,9
46000,638637,307421,9
47000,654440,314525,9
48000,669278,322047,9
49000,684922,330612,9
50000,700304,337314,9
1000,8416,3983,10
2000,18716,8961,10
3000,29844,14265,10
4000,41494,19861,10
5000,53543,25535,10
6000,65705,31358,10
7000,78167,37213,10
8000,91056,43367,10
9000,103726,49579,10
10000,116913,55539,10
11000,130122,62126,10
12000,143430,68472,10
13000,156991,74824,10
14000,170291,80844,10
15000,184135,87824,10
16000,197760,94408,10
17000,211597,100042,10
18000,225759,107341,10
19000,239682,114425,10
20000,253789,121162,10
21000,267879,127569,10
22000,282163,134962,10
23000,296368,142266,10
24000,311071,149504,10
25000,325324,156589,10
26000,339625,162891,10
27000,354313,168652,10
28000,368875,176678,10
29000,383627,184452,10
30000,398056,190263,10
31000,412780,197914,10
32000,427543,204545,10
33000,442611,212245,10
34000,457656,218038,10
35000,472443,226134,10
36000,487514,233722,10
37000,502146,240382,10
38000,517473,248390,10
39000,532497,256049,10
40000,547387,262036,10
41000,562654,269803,10
42000,577517,276741,10
43000,593009,282975,10
44000,608348,292024,10
45000,623750,299089,10
46000,638974,307446,10
47000,654323,315053,10
48000,669742,322148,10
49000,685208,328598,10
50000,700414,335934,10
