n,c,s,trial
2000,5823,2097,26
3000,8971,3088,26
4000,12115,4003,26
5000,16031,5171,26
6000,16297,6302,26
7000,22384,7181,26
8000,22241,8101,26
9000,24150,9215,26
10000,27037,10019,26
11000,36844,11884,26
12000,40342,12311,26
13000,40517,13211,26
14000,42656,14466,26
15000,46994,15321,26
16000,43267,16010,26
17000,64427,18968,26
18000,66944,19831,26
19000,59559,19597,26
20000,48256,20510,26
21000,71119,21364,26
22000,73522,22174,26
23000,75508,23565,26
24000,66091,24677,26
25000,60457,26013,26
26000,70663,26183,26
27000,70607,27184,26
28000,70941,28975,26
29000,90149,29119,26
30000,93229,30818,26
31000,107455,31685,26
32000,89962,32499,26
33000,98928,33060,26
34000,97832,35037,26
35000,109120,35375,26
36000,102374,37164,26
37000,105422,38982,26
38000,102361,38110,26
39000,123390,39562,26
40000,114513,40289,26
41000,116330,41118,26
42000,142098,42230,26
43000,135877,43088,26
44000,108728,44480,26
45000,126983,45016,26
46000,154474,46084,26
47000,143021,47242,26
48000,148493,49359,26
49000,132445,50095,26
50000,127657,50484,26
1000,2852,999,27
2000,5544,2031,27
3000,7091,3188,27
4000,11318,4278,27
5000,12570,5398,27
6000,16895,6097,27
7000,17030,7088,27
8000,22677,8170,27
9000,28595,9061,27
10000,24768,10199,27
11000,34645,11045,27
12000,31737,12025,27
13000,39306,13049,27
14000,43489,14288,27
15000,38561,14993,27
16000,55418,16343,27
17000,68548,20318,27
18000,63638,18845,27
19000,52854,19139,27
20000,60469,20347,27
21000,54005,22306,27
22000,52363,22320,27
23000,70418,23593,27
24000,56935,24047,27
25000,78542,25527,27
26000,90786,26667,27
27000,82862,27055,27
28000,81534,28458,27
29000,94986,29586,27
30000,88447,30165,27
31000,94005,32407,27
32000,108483,32513,27
33000,106668,33154,27
34000,83063,34448,27
35000,111734,36040,27
36000,108953,38405,27
37000,125889,37408,27
38000,131475,43444,27
39000,129656,39805,27
40000,131029,40049,27
41000,143779,41834,27
42000,101614,42138,27
43000,115575,43250,27
44000,112908,44090,27
45000,127624,45819,27
46000,127137,46484,27
47000,170537,48209,27
48000,138010,49257,27
49000,159798,50053,27
50000,128180,50594,27
1000,3129,1039,28
2000,5748,2060,28
3000,7649,3101,28
4000,11666,4321,28
5000,16103,5061,28
6000,17952,6014,28
7000,20856,7152,28
8000,28736,8320,28
9000,25419,9223,28
10000,24323,10244,28
11000,31270,11187,28
12000,36951,12097,28
13000,31021,12981,28
14000,37342,14320,28
15000,43541,15255,28
16000,45818,16006,28
17000,40335,17267,28
18000,49804,18485,28
19000,56341,19292,28
20000,49876,20750,28
21000,67125,21936,28
22000,79808,22176,28
23000,75554,23611,28
24000,81610,24651,28
25000,82808,25813,28
26000,85137,26976,28
27000,60219,27152,28
28000,104071,28571,28
29000,73228,29783,28
30000,88449,30405,28
31000,91582,31399,28
32000,83338,32134,28
33000,101752,33700,28
34000,101955,34507,28
35000,119166,35118,28
36000,125526,36491,28
37000,102525,39756,28
38000,125200,38573,28
39000,131116,40913,28
40000,125342,40182,28
41000,153259,41091,28
42000,133824,42716,28
43000,124685,44819,28
44000,131952,45480,28
45000,119957,45532,28
46000,133111,46005,28
47000,169325,47131,28
48000,158774,49210,28
49000,137241,50326,28
50000,121108,51504,28
1000,2723,1048,29
2000,6723,2103,29
3000,9370,3180,29
4000,10280,4086,29
5000,11789,5010,29
6000,20194,6223,29
7000,20284,7001,29
8000,20052,8219,29
9000,27820,9209,29
10000,24094,10261,29
11000,34330,11658,29
12000,31003,12275,29
13000,30928,12723,29
14000,33942,14019,29
15000,42200,15399,29
16000,49957,16164,29
17000,69606,20743,29
18000,56686,19251,29
19000,53578,19477,29
20000,66668,20407,29
21000,68245,21274,29
22000,55594,22437,29
23000,74028,23583,29
24000,73980,24454,29
25000,89489,25485,29
26000,78831,27054,29
27000,94637,28012,29
28000,83247,28594,29
29000,98379,29281,29
30000,80128,30031,29
31000,110575,31627,29
32000,112970,32453,29
33000,82283,33496,29
34000,92623,40412,29
35000,90712,35284,29
36000,100497,36237,29
37000,105079,37900,29
38000,119924,38535,29
39000,93434,39456,29
40000,135011,40634,29
41000,123274,41122,29
42000,104728,43265,29
43000,149086,43842,29
44000,146133,45220,29
45000,131170,45134,29
46000,129431,46515,29
47000,127580,47986,29
48000,166489,48105,29
49000,155573,49509,29
50000,124438,50128,29
1000,3131,1007,30
2000,5270,2217,30
3000,10824,3432,30
4000,11213,4154,30
5000,16913,5333,30
6000,19395,6000,30
7000,21751,7575,30
8000,24317,8350,30
9000,24507,9130,30
10000,26082,10451,30
11000,34660,11595,30
12000,34480,12063,30
13000,35214,13322,30
14000,48744,13695,30
15000,49388,15637,30
16000,39923,16334,30
17000,62948,19982,30
18000,67604,19185,30
19000,61536,19477,30
20000,60510,20157,30
21000,73408,22371,30
22000,71642,23128,30
23000,75812,23657,30
24000,74998,24372,30
25000,68647,25608,30
26000,66529,26321,30
27000,84859,28344,30
28000,86999,28645,30
29000,77778,29675,30
30000,91965,30182,30
31000,105260,32254,30
32000,99218,32587,30
33000,93574,33493,30
34000,113295,34286,30
35000,110144,35201,30
36000,103545,36393,30
37000,96243,37199,30
38000,113796,38547,30
39000,131725,39122,30
40000,127122,40055,30
41000,130832,41832,30
42000,103786,43400,30
43000,145245,43752,30
44000,138440,44026,30
45000,128808,45163,30
46000,150147,46741,30
47000,106938,47851,30
48000,147959,48516,30
49000,126519,49959,30
50000,140572,50433,30
1000,3302,1160,31
2000,6641,2162,31
3000,9429,3020,31
4000,9355,4007,31
5000,14591,5149,31
6000,19377,6240,31
7000,22395,7305,31
8000,27759,8135,31
9000,27363,9087,31
10000,25770,10005,31
11000,26835,11075,31
12000,29120,12543,31
13000,45675,13309,31
14000,41512,14328,31
15000,47739,15038,31
16000,46071,16690,31
17000,48145,17411,31
18000,57286,18844,31
19000,59130,19824,31
20000,58334,19998,31
21000,67865,21893,31
22000,77745,23376,31
23000,63994,23490,31
24000,75457,24526,31
25000,91623,25410,31
26000,58537,26906,31
27000,90612,27639,31
28000,80074,28652,31
29000,101210,29730,31
30000,77055,30226,31
31000,76317,31797,31
32000,84077,32982,31
33000,85858,33843,31
34000,103840,34490,31
35000,107730,35282,31
36000,112528,36155,31
37000,109242,37535,31
38000,123424,38251,31
39000,114949,40748,31
40000,155438,40906,31
41000,117212,41548,31
42000,111903,42388,31
43000,120009,43081,31
44000,128183,44508,31
45000,110218,46004,31
46000,109397,47522,31
47000,113430,47386,31
48000,157705,49928,31
49000,162489,49690,31
50000,118095,50062,31
1000,1953,498,32
2000,5755,2098,32
3000,8903,2989,32
4000,10444,4149,32
5000,15973,5264,32
6000,17962,6209,32
7000,25478,7609,32
8000,21231,8264,32
9000,20716,9234,32
10000,37667,10482,32
11000,28326,11035,32
12000,33778,12052,32
13000,28695,13101,32
14000,35087,14373,32
15000,43279,15148,32
16000,36726,16203,32
17000,59794,18396,32
18000,57562,18080,32
19000,65717,20025,32
20000,73602,20542,32
21000,63851,22284,32
22000,76801,21999,32
23000,61333,23582,32
24000,81191,24732,32
25000,67829,25423,32
26000,67621,26281,32
27000,70493,27369,32
28000,99953,28446,32
29000,78797,29032,32
30000,74835,30456,32
31000,79184,31732,32
32000,97695,32099,32
33000,84702,33258,32
34000,104228,34126,32
35000,116696,35136,32
36000,92464,36060,32
37000,135716,37658,32
38000,98292,38868,32
39000,121682,48519,32
40000,133926,41462,32
41000,153789,42096,32
42000,125559,42500,32
43000,113489,43342,32
44000,142955,44139,32
45000,139549,45219,32
46000,122977,46652,32
47000,142016,47757,32
48000,159159,48991,32
49000,165570,49397,32
50000,133079,50636,32
1000,3714,1096,33
2000,5255,2085,33
3000,9794,3201,33
4000,9919,3973,33
5000,18041,5016,33
6000,17619,6252,33
7000,16892,7448,33
8000,20904,8138,33
9000,29667,9420,33
10000,26641,11216,33
11000,33851,11081,33
12000,42052,12639,33
13000,33532,13090,33
14000,38001,13824,33
15000,37171,15251,33
16000,42692,15923,33
17000,58586,18761,33
18000,67706,19748,33
19000,54449,19362,33
20000,50263,20487,33
21000,74882,21896,33
22000,64409,22706,33
23000,58026,23720,33
24000,81353,24323,33
25000,64641,25723,33
26000,86993,26984,33
27000,67519,27729,33
28000,92183,28250,33
29000,94577,29326,33
30000,74306,30847,33
31000,96648,31692,33
32000,80876,32226,33
33000,118196,34139,33
34000,98956,34694,33
35000,111949,35537,33
36000,112216,36619,33
37000,105451,37781,33
38000,111516,38584,33
39000,111450,44305,33
40000,121380,40109,33
41000,98719,41223,33
42000,113449,43780,33
43000,141184,43747,33
44000,153739,45229,33
45000,115147,45887,33
46000,139868,46842,33
47000,111471,47328,33
48000,140792,49502,33
49000,131605,50598,33
50000,136424,50245,33
1000,3353,1072,34
2000,6758,2067,34
3000,11744,3711,34
4000,12668,4046,34
5000,15677,5120,34
6000,16082,6054,34
7000,16690,7084,34
8000,29143,8103,34
9000,22233,9059,34
10000,26985,10226,34
11000,39260,11123,34
12000,41619,12201,34
13000,40670,13236,34
14000,44633,14347,34
15000,41150,15040,34
16000,43568,16014,34
17000,56213,18495,34
18000,61301,19270,34
19000,54769,19277,34
20000,62978,20210,34
21000,58810,21132,34
22000,51069,22653,34
23000,54723,23534,34
24000,62978,24865,34
25000,85252,25549,34
26000,81186,27225,34
27000,93627,27398,34
28000,80846,27698,34
29000,66645,29566,34
30000,82507,30122,34
31000,91509,31129,34
32000,93577,33219,34
33000,120891,33370,34
34000,125274,34133,34
35000,90434,35147,34
36000,109042,36191,34
37000,103340,37605,34
38000,105049,38810,34
39000,133814,58731,34
40000,142878,41388,34
41000,145688,41280,34
42000,127199,43659,34
43000,128788,44127,34
44000,138612,45481,34
45000,124277,46648,34
46000,133026,46611,34
47000,127392,47234,34
48000,125353,48248,34
49000,153856,50492,34
50000,160807,52912,34
1000,3748,1174,35
2000,6784,2065,35
3000,8167,3823,35
4000,9269,4110,35
5000,11883,5300,35
6000,18659,6418,35
7000,17078,7088,35
8000,24554,8122,35
9000,23390,9017,35
10000,29620,10405,35
11000,26880,11191,35
12000,42583,12377,35
13000,43109,12746,35
14000,39406,14425,35
15000,40077,15071,35
16000,41422,16389,35
17000,61557,22745,35
18000,65518,21170,35
19000,60598,19442,35
20000,50137,20737,35
21000,72699,22288,35
22000,69463,22195,35
23000,81350,23308,35
24000,76145,25192,35
25000,84941,25350,35
26000,66392,26345,35
27000,85510,27554,35
28000,91391,28549,35
29000,91925,29705,35
30000,95215,30716,35
31000,73191,32096,35
32000,97606,32060,35
33000,104509,33788,35
34000,131114,35588,35
35000,119296,35354,35
36000,96389,36208,35
37000,108214,37649,35
38000,94515,39106,35
39000,113846,39455,35
40000,121627,41637,35
41000,131666,41373,35
42000,135050,42339,35
43000,108578,43966,35
44000,142982,44612,35
45000,131423,47753,35
46000,108483,47210,35
47000,141646,47019,35
48000,160630,48119,35
49000,158195,49268,35
50000,126329,50337,35
1000,3185,1022,36
2000,4952,2119,36
3000,9590,3239,36
4000,11296,3970,36
5000,14879,5252,36
6000,14770,6122,36
7000,18937,7443,36
8000,26597,8143,36
9000,23942,9081,36
10000,36254,10205,36
11000,32813,11281,36
12000,33681,12167,36
13000,32886,13194,36
14000,47816,14542,36
15000,46713,15576,36
16000,40108,16018,36
17000,64230,17958,36
18000,58816,18523,36
19000,58030,19023,36
20000,56783,20961,36
21000,65757,22458,36
22000,66555,23488,36
23000,64510,23491,36
24000,61783,24771,36
25000,85275,25415,36
26000,91527,26547,36
27000,78393,27247,36
28000,79723,28810,36
29000,86688,29084,36
30000,100580,30069,36
31000,86822,31639,36
32000,92662,32886,36
33000,95578,33432,36
34000,95882,34358,36
35000,108007,35881,36
36000,101143,36404,36
37000,106692,37629,36
38000,123371,38344,36
39000,133343,39237,36
40000,125627,40424,36
41000,151445,42668,36
42000,143612,42079,36
43000,131867,43688,36
44000,126425,45144,36
45000,142573,45135,36
46000,168691,46830,36
47000,136238,47488,36
48000,138649,48270,36
49000,148249,49099,36
50000,161225,50818,36
1000,2959,1065,37
2000,5580,2151,37
3000,9571,3463,37
4000,9556,4111,37
5000,13608,5151,37
6000,18871,6019,37
7000,20442,7304,37
8000,23175,8110,37
9000,32316,9061,37
10000,29986,10296,37
11000,30611,10976,37
12000,30646,12175,37
13000,44191,13325,37
14000,38250,14102,37
15000,41790,15156,37
16000,44790,16469,37
17000,52982,17190,37
18000,63350,20657,37
19000,60931,19114,37
20000,52620,20457,37
21000,57796,22085,37
22000,59604,22098,37
23000,52068,23049,37
24000,69101,24854,37
25000,73919,25661,37
26000,63869,26862,37
27000,83613,27453,37
28000,68900,28143,37
29000,85653,29145,37
30000,89043,30991,37
31000,93524,31557,37
32000,89278,32534,37
33000,95174,33271,37
34000,95339,34016,37
35000,107633,35423,37
36000,101866,36521,37
37000,91958,37076,37
38000,134368,38471,37
39000,125023,40092,37
40000,128446,40230,37
41000,139468,41409,37
42000,111728,42463,37
43000,149981,43191,37
44000,120940,44374,37
45000,138570,45328,37
46000,132235,46168,37
47000,145042,47348,37
48000,147139,48364,37
49000,165554,49247,37
50000,161425,50127,37
1000,2932,1001,38
2000,6161,1993,38
3000,9576,3096,38
4000,11473,3936,38
5000,11646,5332,38
6000,21410,6220,38
7000,18882,7182,38
8000,25771,8055,38
9000,25748,9277,38
10000,25874,10320,38
11000,36602,11368,38
12000,32216,12104,38
13000,36779,13353,38
14000,41240,14256,38
15000,45181,15518,38
16000,42427,16117,38
17000,58720,18322,38
18000,59839,18462,38
19000,65061,19029,38
20000,60861,20700,38
21000,75436,22403,38
22000,60164,22141,38
23000,63197,23234,38
24000,72460,24234,38
25000,58643,25956,38
26000,63322,26321,38
27000,74644,27152,38
28000,69322,28463,38
29000,100993,29975,38
30000,89724,30096,38
31000,100076,31294,38
32000,91068,32377,38
33000,100100,32924,38
34000,120161,37264,38
35000,98113,35251,38
36000,95482,37307,38
37000,99752,37758,38
38000,99081,38769,38
39000,132980,39549,38
40000,120580,40932,38
41000,151834,41163,38
42000,133144,44240,38
43000,110247,43195,38
44000,136933,44122,38
45000,128035,45239,38
46000,136666,46456,38
47000,138654,47447,38
48000,116755,48951,38
49000,161459,49714,38
50000,178965,50879,38
1000,3047,1129,39
2000,5642,2102,39
3000,9260,3104,39
4000,12473,4052,39
5000,13555,5172,39
6000,16152,6225,39
7000,20691,7382,39
8000,21187,8159,39
9000,24468,9009,39
10000,26183,10091,39
11000,33288,12335,39
12000,38357,12129,39
13000,48747,13953,39
14000,36798,14650,39
15000,37824,15030,39
16000,42122,16192,39
17000,57162,18793,39
18000,69302,21400,39
19000,55260,19212,39
20000,65096,21270,39
21000,53524,21227,39
22000,73460,22132,39
23000,62039,23367,39
24000,69548,25325,39
25000,58170,25608,39
26000,87057,26506,39
27000,61777,27629,39
28000,70943,28122,39
29000,92173,29991,39
30000,94436,31131,39
31000,102593,31558,39
32000,88104,32322,39
33000,100844,33193,39
34000,90864,34704,39
35000,109713,34905,39
36000,125423,36507,39
37000,97062,38548,39
38000,110521,38732,39
39000,117661,39099,39
40000,139982,40367,39
41000,132483,41426,39
42000,143207,43144,39
43000,123911,43118,39
44000,118131,43862,39
45000,148903,45003,39
46000,142348,45996,39
47000,130262,47117,39
48000,114895,48003,39
49000,121236,49070,39
50000,141869,50549,39
1000,2211,1058,40
2000,5887,2025,40
3000,9671,3431,40
4000,10802,4002,40
5000,14114,5010,40
6000,15826,6109,40
7000,17065,7183,40
8000,21209,8243,40
9000,32172,8989,40
10000,33468,10133,40
11000,37433,11207,40
12000,37419,12370,40
13000,36412,13187,40
14000,38660,14080,40
15000,48799,15348,40
16000,49381,16156,40
17000,62594,18014,40
18000,60978,18280,40
19000,57287,19183,40
20000,64252,21167,40
21000,72862,21879,40
22000,56998,22231,40
23000,77265,23138,40
24000,77794,24089,40
25000,77844,26080,40
26000,90954,26515,40
27000,66783,27135,40
28000,63851,28870,40
29000,90261,29593,40
30000,104821,30373,40
31000,74679,30790,40
32000,94134,32118,40
33000,114723,33118,40
34000,91257,36883,40
35000,86396,35801,40
36000,89598,36576,40
37000,128083,37272,40
38000,128877,38898,40
39000,106537,39921,40
40000,140242,40168,40
41000,111822,41778,40
42000,109856,42104,40
43000,105955,44847,40
44000,140043,44940,40
45000,161542,45556,40
46000,144911,46327,40
47000,174486,47238,40
48000,159117,48266,40
49000,116390,49538,40
50000,166544,51448,40
1000,2929,1013,41
2000,5252,2089,41
3000,11145,3293,41
4000,10475,4135,41
5000,14357,5358,41
6000,19169,6879,41
7000,16216,7131,41
8000,19849,8217,41
9000,24746,9290,41
10000,26856,10035,41
11000,32830,11467,41
12000,35810,12170,41
13000,39791,13509,41
14000,33519,14275,41
15000,50042,15042,41
16000,43643,16189,41
17000,68142,21052,41
18000,62814,20977,41
19000,64539,19184,41
20000,74399,21436,41
21000,79657,22404,41
22000,68439,22769,41
23000,72187,23680,41
24000,82005,24575,41
25000,73690,25509,41
26000,79203,26472,41
27000,82474,28189,41
28000,90618,28110,41
29000,90998,29467,41
30000,82684,30003,41
31000,100962,31608,41
32000,78858,32165,41
33000,86163,33989,41
34000,119076,34917,41
35000,96144,36467,41
36000,131211,36273,41
37000,106505,37268,41
38000,100090,37944,41
39000,101464,43327,41
40000,143690,40681,41
41000,92057,41158,41
42000,112719,42697,41
43000,99150,43002,41
44000,157420,45154,41
45000,118947,45648,41
46000,159424,46325,41
47000,146720,47259,41
48000,150162,49707,41
49000,159474,49392,41
50000,160607,51695,41
1000,3269,1099,42
2000,7440,2121,42
3000,10736,3237,42
4000,12765,4060,42
5000,11725,5106,42
6000,16596,5945,42
7000,17162,7045,42
8000,23871,8354,42
9000,26873,9409,42
10000,32175,10214,42
11000,30199,11392,42
12000,27814,12647,42
13000,30964,13233,42
14000,51933,14155,42
15000,46599,15662,42
16000,48347,15768,42
17000,38786,17017,42
18000,59811,18026,42
19000,60032,19675,42
20000,66384,20121,42
21000,70309,21546,42
22000,54338,22312,42
23000,63241,23343,42
24000,76480,24485,42
25000,82775,25348,42
26000,90107,26960,42
27000,82918,27567,42
28000,96523,28786,42
29000,81125,29792,42
30000,97827,31953,42
31000,105065,31637,42
32000,97786,32483,42
33000,113197,33237,42
34000,116687,36165,42
35000,117064,35280,42
36000,118110,36212,42
37000,92932,37445,42
38000,117286,38190,42
39000,117424,40818,42
40000,109827,40676,42
41000,113122,41800,42
42000,148761,45153,42
43000,136203,43241,42
44000,114503,45265,42
45000,140554,46167,42
46000,121939,46127,42
47000,121458,47188,42
48000,132433,48233,42
49000,163647,50001,42
50000,154337,50240,42
1000,3234,1056,43
2000,6813,2022,43
3000,11773,3534,43
4000,11538,4206,43
5000,17962,5410,43
6000,20746,5971,43
7000,21709,7078,43
8000,27168,8524,43
9000,25426,9122,43
10000,32719,10178,43
11000,32814,11430,43
12000,40522,12507,43
13000,33411,13011,43
14000,37814,14627,43
15000,48223,15234,43
16000,37628,16011,43
17000,62015,17636,43
18000,58666,18845,43
19000,53779,19089,43
20000,66921,20413,43
21000,76623,21998,43
22000,51631,22547,43
23000,67120,23608,43
24000,79260,24430,43
25000,77247,25677,43
26000,78746,27373,43
27000,98453,27735,43
28000,87688,28681,43
29000,97099,29937,43
30000,95147,30570,43
31000,92456,31024,43
32000,110628,32927,43
33000,81148,33228,43
34000,115858,34161,43
35000,114488,35807,43
36000,116278,37040,43
37000,103790,37706,43
38000,97277,38234,43
39000,96104,39563,43
40000,111194,40648,43
41000,129418,41830,43
42000,107644,42776,43
43000,130474,43714,43
44000,124999,44771,43
45000,149077,45921,43
46000,143703,46868,43
47000,167766,48515,43
48000,152968,48527,43
49000,165588,49013,43
50000,138642,50797,43
1000,3659,1128,44
2000,5549,2098,44
3000,10621,3204,44
4000,10318,4109,44
5000,13537,5088,44
6000,16259,6230,44
7000,21995,7374,44
8000,26643,8140,44
9000,24993,9139,44
10000,27134,10157,44
11000,31301,11229,44
12000,40326,12234,44
13000,38481,13128,44
14000,43552,14194,44
15000,31912,15048,44
16000,50346,16149,44
17000,60572,17931,44
18000,65919,21089,44
19000,59260,19677,44
20000,54581,20147,44
21000,76742,22539,44
22000,64926,22540,44
23000,81053,23523,44
24000,81484,24802,44
25000,61191,24767,44
26000,71723,26750,44
27000,83193,27372,44
28000,72112,28065,44
29000,96582,29869,44
30000,71573,30205,44
31000,89692,31100,44
32000,99426,32651,44
33000,92625,33824,44
34000,113422,34939,44
35000,94864,35336,44
36000,122090,37827,44
37000,111720,37941,44
38000,109778,38293,44
39000,141748,39206,44
40000,103231,40380,44
41000,108077,41538,44
42000,116554,42581,44
43000,128309,43537,44
44000,155725,44649,44
45000,111396,45444,44
46000,116375,46781,44
47000,125832,47418,44
48000,120737,49173,44
49000,143068,50111,44
50000,167377,50387,44
1000,2700,1053,45
2000,6098,2082,45
3000,9427,2993,45
4000,14552,4202,45
5000,14430,5112,45
6000,14577,6232,45
7000,24418,7041,45
8000,24350,8152,45
9000,28976,9652,45
10000,28348,10607,45
11000,37464,11318,45
12000,37529,12554,45
13000,47829,13211,45
14000,40803,14514,45
15000,39015,15361,45
16000,39326,16145,45
17000,47758,17375,45
18000,59752,18674,45
19000,61154,19801,45
20000,69094,20903,45
21000,60177,21400,45
22000,76170,22233,45
23000,75586,23566,45
24000,78855,24722,45
25000,82798,25679,45
26000,86531,26614,45
27000,95782,28680,45
28000,80495,28467,45
29000,86271,29589,45
30000,109416,30511,45
31000,94608,31045,45
32000,113384,32425,45
33000,121230,33662,45
34000,119596,34493,45
35000,112935,35387,45
36000,88816,36231,45
37000,104995,37941,45
38000,122156,38884,45
39000,111086,39097,45
40000,105476,40687,45
41000,123836,42554,45
42000,110073,42184,45
43000,129640,43258,45
44000,125417,45327,45
45000,140119,45657,45
46000,107894,46461,45
47000,151324,47580,45
48000,114359,49102,45
49000,161376,49969,45
50000,131333,50563,45
1000,2466,1034,46
2000,6430,2123,46
3000,8978,3269,46
4000,12117,4125,46
5000,14827,5084,46
6000,21945,6153,46
7000,23155,7797,46
8000,23596,8121,46
9000,32357,9121,46
10000,31429,10193,46
11000,36436,10943,46
12000,35646,12121,46
13000,34058,13243,46
14000,38336,14244,46
15000,39562,15420,46
16000,41874,16227,46
17000,49041,17420,46
18000,67033,19334,46
19000,50414,19599,46
20000,66663,20452,46
21000,74146,22356,46
22000,77228,22375,46
23000,75325,24000,46
24000,80107,24108,46
25000,76795,25039,46
26000,82361,26739,46
27000,83720,27908,46
28000,69684,28558,46
29000,92895,29052,46
30000,79452,30616,46
31000,101698,31976,46
32000,80015,32909,46
33000,88458,33511,46
34000,101337,37451,46
35000,112667,36090,46
36000,127836,36758,46
37000,97388,37215,46
38000,129481,38330,46
39000,134886,40236,46
40000,128256,40835,46
41000,113737,41374,46
42000,141421,43306,46
43000,144913,44320,46
44000,142839,45667,46
45000,159139,45805,46
46000,156143,46364,46
47000,125245,47097,46
48000,128351,48412,46
49000,127248,49819,46
50000,154058,50634,46
1000,2616,1080,47
2000,6023,2043,47
3000,9871,3620,47
4000,11768,4127,47
5000,18355,5222,47
6000,17597,6559,47
7000,24928,7403,47
8000,19551,8345,47
9000,21565,9090,47
10000,31093,10028,47
11000,37224,13548,47
12000,40025,12280,47
13000,36286,13191,47
14000,39627,14136,47
15000,44994,15060,47
16000,45400,16028,47
17000,57685,18309,47
18000,51897,18351,47
19000,61772,19313,47
20000,49824,21189,47
21000,59903,21779,47
22000,69952,22330,47
23000,59865,23231,47
24000,74354,24428,47
25000,76473,25011,47
26000,84721,26224,47
27000,91568,28010,47
28000,71004,28540,47
29000,79558,29684,47
30000,102385,30504,47
31000,96634,31343,47
32000,110549,32353,47
33000,107446,33267,47
34000,88477,34533,47
35000,103835,35325,47
36000,121111,36391,47
37000,85531,37813,47
38000,93902,38055,47
39000,108244,39120,47
40000,130328,40901,47
41000,134115,41194,47
42000,138544,42000,47
43000,121864,43396,47
44000,110511,44333,47
45000,132756,46029,47
46000,120886,47552,47
47000,122864,47212,47
48000,132523,48793,47
49000,111692,49388,47
50000,129162,50280,47
1000,3324,1061,48
2000,5587,2003,48
3000,8969,3421,48
4000,10525,4150,48
5000,18855,5662,48
6000,20859,6094,48
7000,22737,7303,48
8000,24995,8432,48
9000,25450,9120,48
10000,32078,10453,48
11000,27479,11023,48
12000,33021,12047,48
13000,42123,13273,48
14000,43019,14016,48
15000,42552,15033,48
16000,46771,16336,48
17000,50079,17591,48
18000,61576,19584,48
19000,66249,19996,48
20000,74568,21496,48
21000,67221,22028,48
22000,72336,22763,48
23000,74960,23113,48
24000,62318,24308,48
25000,67006,25098,48
26000,85040,26582,48
27000,71280,27357,48
28000,93298,28788,48
29000,92470,29583,48
30000,98534,30203,48
31000,83408,31398,48
32000,87164,32169,48
33000,109800,33434,48
34000,86963,34648,48
35000,115997,37157,48
36000,90870,36255,48
37000,121171,37612,48
38000,129841,38554,48
39000,128800,47147,48
40000,140817,40148,48
41000,103421,42066,48
42000,116183,42004,48
43000,152142,45074,48
44000,123104,45244,48
45000,115411,45562,48
46000,116457,47143,48
47000,142642,47227,48
48000,162119,48267,48
49000,169363,49058,48
50000,137028,50272,48
1000,3285,1072,49
2000,6821,2057,49
3000,10372,3042,49
4000,12079,3941,49
5000,14841,5207,49
6000,15915,6048,49
7000,17578,7032,49
8000,22562,8127,49
9000,21843,9655,49
10000,32816,10428,49
11000,29718,11350,49
12000,37841,12105,49
13000,33834,13242,49
14000,38465,14473,49
15000,44776,15280,49
16000,49510,16241,49
17000,60583,17949,49
18000,64196,19480,49
19000,67619,19121,49
20000,58660,20616,49
21000,57348,21650,49
22000,66760,22076,49
23000,70484,23309,49
24000,78741,24659,49
25000,63457,25471,49
26000,80343,27041,49
27000,84924,27016,49
28000,75890,28000,49
29000,87747,29298,49
30000,90476,30743,49
31000,77873,32399,49
32000,94543,32273,49
33000,91692,34212,49
34000,126850,34506,49
35000,84922,35260,49
36000,129456,37218,49
37000,115736,37985,49
38000,119435,39308,49
39000,139521,40289,49
40000,110251,40226,49
41000,142336,41814,49
42000,155304,42415,49
43000,102631,43188,49
44000,156411,44434,49
45000,127795,46046,49
46000,124350,46348,49
47000,145908,47728,49
48000,160012,48607,49
49000,114903,49640,49
50000,159519,50511,49
1000,3050,1061,50
2000,6015,2118,50
3000,9617,3371,50
4000,11459,4270,50
5000,14805,5239,50
6000,14475,6081,50
7000,18440,7150,50
8000,22006,8133,50
9000,20061,9192,50
10000,32104,10083,50
11000,30967,11161,50
12000,40423,12092,50
13000,36744,13130,50
14000,40131,14518,50
15000,36107,15221,50
16000,41437,16395,50
17000,59009,20580,50
18000,61694,18798,50
19000,69057,19906,50
20000,67429,20252,50
21000,72772,21737,50
22000,71668,22237,50
23000,75122,24004,50
24000,69490,24387,50
25000,63175,25473,50
26000,76383,26349,50
27000,75872,27282,50
28000,78211,28959,50
29000,86479,30236,50
30000,94114,30904,50
31000,104092,31881,50
32000,103468,32287,50
33000,118624,33445,50
34000,106475,34987,50
35000,92423,36837,50
36000,134383,38095,50
37000,117698,38177,50
38000,115080,39525,50
39000,101630,39211,50
40000,121340,40955,50
41000,119890,41929,50
42000,145151,42402,50
43000,137986,43931,50
44000,126823,44474,50
45000,119709,45313,50
46000,118718,46593,50
47000,126966,47167,50
48000,128353,48420,50
49000,137108,50706,50
50000,160893,50279,50
1000,3665,1117,51
2000,7289,2028,51
3000,9581,3256,51
4000,14248,4073,51
5000,15057,5116,51
6000,17601,6425,51
7000,20192,7122,51
8000,26066,8037,51
9000,27309,9195,51
10000,27910,10012,51
11000,31348,11267,51
12000,31387,12065,51
13000,40995,13150,51
14000,46885,14810,51
15000,41102,15265,51
16000,39859,16108,51
17000,63068,19104,51
18000,59288,18873,51
19000,56503,19104,51
20000,67554,20685,51
21000,70763,21691,51
22000,58385,22342,51
23000,76312,23180,51
