n,c,trial
80600,586,8
80700,812,8
80800,634,8
80900,383,8
81000,729,8
81100,261,8
81200,476,8
81300,524,8
81400,613,8
81500,271,8
81600,1014,8
81700,456,8
81800,388,8
81900,459,8
82000,370,8
82100,420,8
82200,322,8
82300,433,8
82400,328,8
82500,458,8
82600,256,8
82700,565,8
82800,469,8
82900,405,8
83000,427,8
83100,532,8
83200,446,8
83300,555,8
83400,854,8
83500,393,8
83600,345,8
83700,298,8
83800,453,8
83900,323,8
84000,339,8
84100,347,8
84200,1062,8
84300,459,8
84400,421,8
84500,570,8
84600,482,8
84700,380,8
84800,362,8
84900,570,8
85000,315,8
85100,373,8
85200,479,8
85300,479,8
85400,479,8
85500,464,8
85600,402,8
85700,646,8
85800,570,8
85900,394,8
86000,1023,8
86100,457,8
86200,352,8
86300,636,8
86400,478,8
86500,466,8
86600,539,8
86700,470,8
86800,394,8
86900,517,8
87000,375,8
87100,575,8
87200,1198,8
87300,859,8
87400,510,8
87500,618,8
87600,425,8
87700,938,8
87800,642,8
87900,628,8
88000,606,8
88100,377,8
88200,514,8
88300,660,8
88400,584,8
88500,671,8
88600,578,8
88700,413,8
88800,616,8
88900,618,8
89000,334,8
89100,356,8
89200,778,8
89300,509,8
89400,430,8
89500,504,8
89600,416,8
89700,687,8
89800,1030,8
89900,633,8
90000,557,8
90100,768,8
90200,487,8
90300,619,8
90400,452,8
90500,567,8
90600,406,8
90700,413,8
90800,600,8
90900,596,8
91000,217,8
91100,624,8
91200,313,8
91300,506,8
91400,494,8
91500,522,8
91600,304,8
91700,625,8
91800,289,8
91900,310,8
92000,420,8
92100,432,8
92200,504,8
92300,265,8
92400,307,8
92500,318,8
92600,324,8
92700,351,8
92800,329,8
92900,340,8
93000,718,8
93100,490,8
93200,625,8
93300,311,8
93400,816,8
93500,247,8
93600,471,8
93700,275,8
93800,454,8
93900,329,8
94000,360,8
94100,497,8
94200,651,8
94300,550,8
94400,310,8
94500,577,8
94600,459,8
94700,391,8
94800,382,8
94900,811,8
95000,1643,8
95100,300,8
95200,435,8
95300,696,8
95400,357,8
95500,374,8
95600,463,8
95700,1332,8
95800,728,8
95900,362,8
96000,531,8
96100,751,8
96200,461,8
96300,2025,8
96400,828,8
96500,593,8
96600,1131,8
96700,783,8
96800,779,8
96900,497,8
97000,398,8
97100,787,8
97200,426,8
97300,717,8
97400,611,8
97500,695,8
97600,776,8
97700,613,8
97800,1217,8
97900,827,8
98000,668,8
98100,517,8
98200,749,8
98300,639,8
98400,658,8
98500,1350,8
98600,432,8
98700,715,8
98800,639,8
98900,542,8
99000,480,8
99100,449,8
99200,6748,8
99300,466,8
99400,422,8
99500,442,8
99600,520,8
99700,367,8
99800,235,8
99900,1065,8
100000,264,8
100,279,9
200,399,9
300,575,9
400,529,9
500,447,9
600,893,9
700,651,9
800,1106,9
900,649,9
1000,377,9
1100,486,9
1200,570,9
1300,472,9
1400,473,9
1500,289,9
1600,393,9
1700,421,9
1800,635,9
1900,646,9
2000,11078,9
2100,652,9
2200,593,9
2300,821,9
2400,554,9
2500,387,9
2600,333,9
2700,362,9
2800,540,9
2900,341,9
3000,433,9
3100,465,9
3200,417,9
3300,537,9
3400,756,9
3500,518,9
3600,680,9
3700,367,9
3800,461,9
3900,444,9
4000,426,9
4100,625,9
4200,570,9
4300,606,9
4400,522,9
4500,417,9
4600,570,9
4700,473,9
4800,603,9
4900,461,9
5000,484,9
5100,441,9
5200,577,9
5300,503,9
5400,465,9
5500,537,9
5600,390,9
5700,379,9
5800,428,9
5900,616,9
6000,425,9
6100,424,9
6200,843,9
6300,697,9
6400,372,9
6500,475,9
6600,315,9
6700,351,9
6800,634,9
6900,704,9
7000,515,9
7100,717,9
7200,439,9
7300,1062,9
7400,662,9
7500,891,9
7600,788,9
7700,707,9
7800,717,9
7900,657,9
8000,809,9
8100,551,9
8200,670,9
8300,1043,9
8400,665,9
8500,902,9
8600,882,9
8700,809,9
8800,784,9
8900,464,9
9000,986,9
9100,836,9
9200,1102,9
9300,525,9
9400,654,9
9500,713,9
9600,1315,9
9700,1284,9
9800,1066,9
9900,858,9
10000,615,9
10100,637,9
10200,349,9
10300,820,9
10400,359,9
10500,645,9
10600,540,9
10700,541,9
10800,765,9
10900,932,9
11000,593,9
11100,1045,9
11200,775,9
11300,917,9
11400,456,9
11500,391,9
11600,613,9
11700,536,9
11800,430,9
11900,1136,9
12000,732,9
12100,921,9
12200,582,9
12300,935,9
12400,541,9
12500,500,9
12600,586,9
12700,493,9
12800,698,9
12900,613,9
13000,518,9
13100,789,9
13200,638,9
13300,576,9
13400,630,9
13500,587,9
13600,476,9
13700,628,9
13800,548,9
13900,731,9
14000,683,9
14100,864,9
14200,600,9
14300,562,9
14400,801,9
14500,784,9
14600,774,9
14700,497,9
14800,340,9
14900,548,9
15000,1079,9
15100,1063,9
15200,941,9
15300,871,9
15400,1103,9
15500,567,9
15600,963,9
15700,507,9
15800,950,9
15900,899,9
16000,755,9
16100,380,9
16200,294,9
16300,514,9
16400,553,9
16500,784,9
16600,531,9
16700,967,9
16800,461,9
16900,457,9
17000,515,9
17100,858,9
17200,617,9
17300,808,9
17400,655,9
17500,859,9
17600,442,9
17700,338,9
17800,604,9
17900,393,9
18000,586,9
18100,977,9
18200,512,9
18300,1063,9
18400,339,9
18500,377,9
18600,375,9
18700,480,9
18800,749,9
18900,665,9
19000,1013,9
19100,562,9
19200,859,9
19300,864,9
19400,445,9
19500,859,9
19600,369,9
19700,856,9
19800,1095,9
19900,415,9
20000,317,9
20100,374,9
20200,356,9
20300,708,9
20400,715,9
20500,703,9
20600,869,9
20700,616,9
20800,747,9
20900,547,9
21000,837,9
21100,587,9
21200,576,9
21300,388,9
21400,487,9
21500,541,9
21600,592,9
21700,620,9
21800,450,9
21900,492,9
22000,719,9
22100,710,9
22200,575,9
22300,668,9
22400,673,9
22500,607,9
22600,618,9
22700,426,9
22800,542,9
22900,379,9
23000,408,9
23100,637,9
23200,339,9
23300,737,9
23400,795,9
23500,437,9
23600,763,9
23700,503,9
23800,654,9
23900,747,9
24000,444,9
24100,573,9
24200,656,9
24300,574,9
24400,511,9
24500,608,9
24600,723,9
24700,599,9
24800,430,9
24900,501,9
25000,429,9
25100,368,9
25200,489,9
25300,486,9
25400,464,9
25500,563,9
25600,679,9
25700,409,9
25800,557,9
25900,629,9
26000,651,9
26100,715,9
26200,402,9
26300,1044,9
26400,832,9
26500,526,9
26600,541,9
26700,436,9
26800,487,9
26900,573,9
27000,437,9
27100,680,9
27200,606,9
27300,561,9
27400,779,9
27500,568,9
27600,468,9
27700,550,9
27800,562,9
27900,455,9
28000,726,9
28100,387,9
28200,519,9
28300,552,9
28400,969,9
28500,675,9
28600,489,9
28700,649,9
28800,608,9
28900,639,9
29000,643,9
29100,469,9
29200,333,9
29300,570,9
29400,307,9
29500,592,9
29600,688,9
29700,673,9
29800,563,9
29900,592,9
30000,394,9
30100,571,9
30200,718,9
30300,623,9
30400,488,9
30500,322,9
30600,621,9
30700,510,9
30800,651,9
30900,420,9
31000,577,9
31100,513,9
31200,629,9
31300,677,9
31400,694,9
31500,549,9
31600,534,9
31700,687,9
31800,533,9
31900,588,9
32000,275,9
32100,534,9
32200,410,9
32300,584,9
32400,432,9
32500,435,9
32600,1053,9
32700,687,9
32800,543,9
32900,567,9
33000,511,9
33100,526,9
33200,961,9
33300,1030,9
33400,440,9
33500,414,9
33600,452,9
33700,952,9
33800,351,9
33900,342,9
34000,549,9
34100,1479,9
34200,655,9
34300,355,9
34400,313,9
34500,1121,9
34600,784,9
34700,555,9
34800,1353,9
34900,625,9
35000,1266,9
35100,412,9
35200,571,9
35300,410,9
35400,479,9
35500,331,9
35600,443,9
35700,640,9
35800,303,9
35900,458,9
36000,2792,9
36100,554,9
36200,630,9
36300,478,9
36400,465,9
36500,691,9
36600,635,9
36700,411,9
36800,521,9
36900,348,9
37000,413,9
37100,1259,9
37200,318,9
37300,460,9
37400,477,9
37500,471,9
37600,407,9
37700,979,9
37800,633,9
37900,284,9
38000,514,9
38100,274867,9
38200,651,9
38300,410,9
38400,767,9
38500,578,9
38600,529,9
38700,487,9
38800,527,9
38900,522,9
39000,534,9
39100,458,9
39200,412,9
39300,283,9
39400,540,9
39500,355,9
39600,420,9
39700,380,9
39800,459,9
39900,746,9
40000,763,9
40100,676,9
40200,419,9
40300,448,9
40400,552,9
40500,483,9
40600,448,9
40700,656,9
40800,513,9
40900,819,9
41000,499,9
41100,647,9
41200,403,9
41300,597,9
41400,274,9
41500,375,9
41600,397,9
41700,380,9
41800,525,9
41900,575,9
42000,410,9
42100,486,9
42200,462,9
42300,292,9
42400,659,9
42500,514,9
42600,337,9
42700,669,9
42800,329,9
42900,494,9
43000,515,9
43100,523,9
43200,554,9
43300,490,9
43400,532,9
43500,723,9
43600,512,9
43700,436,9
43800,458,9
43900,504,9
44000,508,9
44100,426,9
44200,305,9
44300,531,9
44400,348,9
44500,492,9
44600,475,9
44700,492,9
44800,587,9
44900,555,9
45000,494,9
45100,413,9
45200,219,9
45300,438,9
45400,488,9
45500,421,9
45600,537,9
45700,491,9
45800,656,9
45900,420,9
46000,376,9
46100,596,9
46200,587,9
46300,761,9
46400,436,9
46500,335,9
46600,413,9
46700,404,9
46800,565,9
46900,481,9
47000,615,9
47100,474,9
47200,459,9
47300,503,9
47400,484,9
47500,355,9
47600,451,9
47700,388,9
47800,681,9
47900,698,9
48000,403,9
48100,491,9
48200,394,9
48300,214,9
48400,512,9
48500,373,9
48600,522,9
48700,591,9
48800,373,9
48900,362,9
49000,331,9
49100,349,9
49200,426,9
49300,818,9
49400,537,9
49500,535,9
49600,330,9
49700,561,9
49800,492,9
49900,378,9
50000,466,9
50100,685,9
50200,456,9
50300,532,9
50400,360,9
50500,239,9
50600,360,9
50700,200,9
50800,300,9
50900,458,9
51000,370,9
51100,510,9
51200,456,9
51300,644,9
51400,448,9
51500,392,9
51600,622,9
51700,360,9
51800,390,9
51900,312,9
52000,346,9
52100,476,9
52200,591,9
52300,609,9
52400,251,9
52500,449,9
52600,485,9
52700,589,9
52800,524,9
52900,386,9
53000,895,9
53100,800,9
53200,429,9
53300,527,9
53400,446,9
53500,613,9
53600,623,9
53700,514,9
53800,564,9
53900,330,9
54000,553,9
54100,502,9
54200,387,9
54300,372,9
54400,926,9
54500,380,9
54600,172,9
54700,386,9
54800,360,9
54900,489,9
55000,415,9
55100,409,9
55200,550,9
55300,516,9
55400,4214,9
55500,321,9
55600,587,9
55700,572,9
55800,657,9
55900,467,9
56000,459,9
56100,553,9
56200,854,9
56300,788,9
56400,647,9
56500,589,9
56600,461,9
56700,334,9
56800,525,9
56900,287,9
57000,255,9
57100,461,9
57200,435,9
57300,395,9
57400,385,9
57500,503,9
57600,1041,9
57700,455,9
57800,877,9
57900,462,9
58000,1174,9
58100,776,9
58200,400,9
58300,466,9
58400,385,9
58500,410,9
58600,835,9
58700,498,9
58800,412,9
58900,512,9
59000,424,9
59100,639,9
59200,472,9
59300,419,9
59400,556,9
59500,378,9
59600,313,9
59700,404,9
59800,323,9
59900,609,9
60000,371,9
60100,596,9
60200,970,9
60300,427,9
60400,503,9
60500,611,9
60600,519,9
60700,544,9
60800,890,9
60900,1517,9
61000,468,9
61100,335,9
61200,331,9
61300,357,9
61400,579,9
61500,405,9
61600,450,9
61700,645,9
61800,370,9
61900,762,9
62000,378,9
62100,301,9
62200,223,9
62300,489,9
62400,338,9
62500,487,9
62600,370,9
62700,289,9
62800,385,9
62900,628,9
63000,772,9
63100,471,9
63200,855,9
63300,1145,9
63400,623,9
63500,235,9
63600,727,9
63700,432,9
63800,1274,9
63900,876,9
64000,406,9
64100,407,9
64200,958,9
64300,476,9
64400,443,9
64500,645,9
64600,352,9
64700,394,9
64800,705,9
64900,1021,9
65000,388,9
65100,2164,9
65200,606,9
65300,541,9
65400,566,9
65500,1543,9
65600,553,9
65700,523,9
65800,1325,9
65900,1118,9
66000,724,9
66100,667,9
66200,322,9
66300,469,9
66400,511,9
66500,331,9
66600,603,9
66700,728,9
66800,611,9
66900,287,9
67000,848,9
67100,592,9
67200,654,9
67300,267,9
67400,520,9
67500,451,9
67600,709,9
67700,535,9
67800,365,9
67900,649,9
68000,498,9
68100,435,9
68200,659,9
68300,703,9
68400,385,9
68500,378,9
68600,666,9
68700,934,9
68800,388,9
68900,838,9
69000,959,9
69100,529,9
69200,581,9
69300,271,9
69400,422,9
69500,663,9
69600,461,9
69700,514,9
69800,330,9
69900,364,9
70000,267,9
70100,361,9
70200,406,9
70300,370,9
70400,333,9
70500,311,9
70600,410,9
70700,565,9
70800,305,9
70900,289,9
71000,380,9
71100,395,9
71200,240,9
71300,374,9
71400,525,9
71500,411,9
71600,260,9
71700,6153,9
71800,296,9
71900,348,9
72000,289,9
72100,321,9
72200,359,9
72300,316,9
72400,404,9
72500,285,9
72600,519,9
72700,225,9
72800,440,9
72900,441,9
73000,442,9
73100,383,9
73200,246,9
73300,420,9
73400,487,9
73500,386,9
73600,475,9
73700,354,9
73800,521,9
73900,543,9
74000,575,9
74100,771,9
74200,249,9
74300,367,9
74400,404,9
74500,402,9
74600,701,9
74700,475,9
74800,264,9
74900,290,9
75000,803,9
75100,526,9
75200,422,9
75300,658,9
75400,395,9
75500,485,9
75600,417,9
75700,292,9
75800,387,9
75900,463,9
76000,688,9
76100,527,9
76200,474,9
76300,424,9
76400,465,9
76500,520,9
76600,368,9
76700,525,9
76800,605,9
76900,472,9
77000,260,9
77100,703,9
77200,680,9
77300,658,9
77400,274,9
77500,521,9
77600,477,9
77700,489,9
77800,505,9
77900,407,9
78000,337,9
78100,656,9
78200,546,9
78300,416,9
78400,203,9
78500,339,9
78600,1158,9
78700,566,9
78800,516,9
78900,361,9
79000,328,9
79100,382,9
79200,430,9
79300,477,9
79400,327,9
79500,560,9
79600,446,9
79700,638,9
79800,854,9
79900,651,9
80000,253,9
80100,679,9
80200,511,9
80300,325,9
80400,329,9
80500,475,9
80600,372,9
80700,557,9
80800,214,9
80900,309,9
81000,353,9
81100,423,9
81200,484,9
81300,485,9
81400,453,9
81500,547,9
81600,759,9
81700,404,9
81800,670,9
81900,261,9
82000,522,9
82100,345,9
82200,485,9
82300,463,9
82400,495,9
82500,553,9
82600,288,9
82700,669,9
82800,841,9
82900,420,9
83000,303,9
83100,347,9
83200,458,9
83300,527,9
83400,778,9
83500,395,9
83600,353,9
83700,295,9
83800,477,9
83900,360,9
84000,382,9
84100,405,9
84200,375,9
84300,377,9
84400,409,9
84500,469,9
84600,383,9
84700,408,9
84800,369,9
84900,254,9
85000,709,9
85100,310,9
85200,268,9
85300,348,9
85400,213,9
85500,626,9
85600,424,9
85700,452,9
85800,5676,9
85900,363,9
86000,385,9
86100,481,9
86200,358,9
86300,456,9
86400,343,9
86500,398,9
86600,311,9
86700,311,9
86800,476,9
86900,360,9
87000,573,9
87100,335,9
87200,788,9
87300,780,9
87400,388,9
87500,460,9
87600,713,9
87700,801,9
87800,478,9
87900,803,9
88000,459,9
88100,432,9
88200,340,9
88300,508,9
88400,419,9
88500,527,9
88600,635,9
88700,318,9
88800,564,9
88900,4448,9
89000,284,9
89100,431,9
89200,754,9
89300,411,9
89400,474,9
89500,263,9
89600,409,9
89700,814,9
89800,583,9
89900,699,9
90000,463,9
90100,604,9
90200,618,9
90300,452,9
90400,426,9
90500,536,9
90600,692,9
90700,527,9
90800,420,9
90900,917,9
91000,691,9
91100,788,9
91200,1094,9
91300,395,9
91400,508,9
91500,334,9
91600,546,9
91700,1069,9
91800,401,9
91900,622,9
92000,451,9
92100,424,9
92200,657,9
92300,560,9
92400,690,9
92500,271,9
92600,574,9
92700,319,9
92800,463,9
92900,441,9
93000,261,9
93100,581,9
93200,454,9
93300,333,9
93400,379,9
93500,331,9
93600,587,9
93700,912,9
93800,329,9
93900,689,9
94000,410,9
94100,322,9
94200,592,9
94300,480,9
94400,597,9
94500,801,9
94600,330,9
94700,283,9
94800,367,9
94900,606,9
95000,277,9
95100,214,9
95200,401,9
95300,439,9
95400,612,9
95500,864,9
95600,642,9
95700,823,9
95800,664,9
95900,361,9
96000,1139,9
96100,421,9
96200,271,9
96300,462,9
96400,1738,9
96500,498,9
96600,488,9
96700,280,9
96800,365,9
96900,349,9
97000,512,9
97100,462,9
97200,678,9
97300,334,9
97400,603,9
97500,618,9
97600,437,9
97700,597,9
97800,24856,9
97900,615,9
98000,359,9
98100,701,9
98200,215,9
98300,1139,9
98400,668,9
98500,537,9
98600,698,9
98700,519,9
98800,368,9
98900,415,9
99000,404,9
99100,341,9
99200,282,9
99300,481,9
99400,563,9
99500,436,9
99600,1027,9
99700,552,9
99800,496,9
99900,454,9
100000,493,9
100,317,10
200,303,10
300,364,10
400,460,10
500,434,10
600,339,10
700,420,10
800,521,10
900,477,10
1000,421,10
1100,552,10
1200,398,10
1300,574,10
1400,506,10
1500,47538,10
1600,724,10
1700,411,10
1800,469,10
1900,435,10
2000,933,10
2100,607,10
2200,538,10
2300,597,10
2400,390,10
2500,662,10
2600,498,10
2700,541,10
2800,604,10
2900,410,10
3000,389,10
3100,450,10
3200,448,10
3300,564,10
3400,448,10
3500,509,10
3600,476,10
3700,647,10
3800,376,10
3900,393,10
4000,448,10
4100,423,10
4200,460,10
4300,582,10
4400,650,10
4500,475,10
4600,535,10
4700,445,10
4800,510,10
4900,540,10
5000,737,10
5100,589,10
5200,528,10
5300,557,10
5400,453,10
5500,685,10
5600,484,10
5700,526,10
5800,413,10
5900,508,10
6000,587,10
6100,447,10
6200,365,10
6300,695,10
6400,669,10
6500,434,10
6600,576,10
6700,534,10
6800,635,10
6900,527,10
7000,530,10
7100,728,10
7200,472,10
7300,602,10
7400,729,10
7500,481,10
7600,293,10
7700,716,10
7800,305,10
7900,407,10
8000,782,10
8100,480,10
8200,994,10
8300,616,10
8400,469,10
8500,565,10
8600,776,10
8700,583,10
8800,671,10
8900,943,10
9000,917,10
9100,808,10
9200,883,10
9300,865,10
9400,883,10
9500,584,10
9600,1016,10
9700,406,10
9800,1280,10
9900,597,10
10000,540,10
10100,370,10
10200,512,10
10300,501,10
10400,510,10
10500,841,10
10600,715,10
10700,864,10
10800,768,10
10900,835,10
11000,544,10
11100,863,10
11200,881,10
11300,617,10
11400,825,10
11500,703,10
11600,791,10
11700,825,10
11800,1074,10
11900,815,10
12000,680,10
12100,667,10
12200,853,10
12300,1317,10
12400,643,10
12500,551,10
12600,1138,10
12700,416,10
12800,741,10
12900,696,10
13000,616,10
13100,658,10
13200,472,10
13300,653,10
13400,463,10
13500,482,10
13600,997,10
13700,470,10
13800,822,10
13900,998,10
14000,1598,10
14100,942,10
14200,1392,10
14300,679,10
14400,1000,10
14500,649,10
14600,1010,10
14700,750,10
14800,821,10
14900,1207,10
15000,619,10
15100,1118,10
15200,1068,10
15300,530,10
15400,1081,10
15500,638,10
15600,580,10
15700,639,10
15800,586,10
15900,532,10
16000,732,10
16100,351,10
16200,407,10
16300,503,10
16400,339,10
16500,542,10
16600,433,10
16700,646,10
16800,350,10
16900,536,10
17000,680,10
17100,575,10
17200,641,10
17300,434,10
17400,616,10
17500,571,10
17600,847,10
17700,223,10
17800,405,10
17900,472,10
18000,531,10
18100,200,10
18200,212,10
18300,809,10
18400,593,10
18500,818,10
18600,626,10
18700,540,10
18800,498,10
18900,580,10
19000,573,10
19100,527,10
19200,517,10
19300,407,10
19400,417,10
19500,716,10
19600,541,10
19700,397,10
19800,481,10
19900,643,10
20000,848,10
20100,853,10
20200,732,10
20300,764,10
20400,312,10
20500,492,10
20600,317,10
20700,653,10
20800,416,10
20900,278,10
21000,428,10
21100,484,10
21200,317,10
21300,453,10
21400,390,10
21500,592,10
21600,705,10
21700,555,10
21800,515,10
21900,687,10
22000,575,10
22100,331,10
22200,378,10
22300,606,10
22400,507,10
22500,290,10
22600,498,10
22700,508,10
22800,419,10
22900,416,10
23000,752,10
23100,425,10
23200,386,10
23300,620,10
23400,639,10
23500,714,10
23600,527,10
23700,712,10
23800,441,10
23900,538,10
24000,577,10
24100,327,10
24200,379,10
24300,423,10
24400,504,10
24500,655,10
24600,712,10
24700,889,10
24800,599,10
24900,591,10
25000,526,10
25100,573,10
25200,612,10
25300,416,10
25400,1028,10
25500,576,10
25600,174,10
25700,599,10
25800,531,10
25900,301,10
26000,604,10
26100,609,10
26200,630,10
26300,419,10
26400,641,10
26500,653,10
26600,532,10
26700,670,10
26800,548,10
26900,223,10
27000,714,10
27100,359,10
27200,663,10
27300,482,10
27400,583,10
27500,637,10
27600,628,10
27700,471,10
27800,388,10
27900,418,10
28000,282,10
28100,437,10
28200,534,10
28300,553,10
28400,599,10
28500,626,10
28600,733,10
28700,560,10
28800,567,10
28900,630,10
29000,394,10
29100,559,10
29200,636,10
29300,570,10
29400,626,10
29500,479,10
29600,619,10
29700,473,10
29800,701,10
29900,509,10
30000,367,10
30100,419,10
30200,534,10
30300,659,10
30400,408,10
30500,603,10
30600,502,10
30700,502,10
30800,426,10
30900,419,10
31000,277,10
31100,408,10
31200,391,10
31300,417,10
31400,318,10
31500,391,10
31600,474,10
31700,669,10
31800,493,10
31900,328,10
32000,962,10
32100,605,10
32200,416,10
32300,618,10
32400,490,10
32500,829,10
32600,643,10
32700,887,10
32800,571,10
32900,413,10
33000,660,10
33100,476,10
33200,389,10
33300,895,10
33400,316,10
33500,524,10
33600,897,10
33700,415,10
33800,884,10
33900,575,10
34000,411,10
34100,1526,10
34200,579,10
34300,435,10
34400,1201,10
34500,396,10
34600,773,10
34700,588,10
34800,566,10
34900,499,10
35000,284,10
35100,433,10
35200,435,10
35300,518,10
35400,558,10
35500,559,10
35600,580,10
35700,493,10
35800,512,10
35900,472,10
36000,459,10
36100,305,10
36200,327,10
36300,677,10
36400,682,10
36500,534,10
36600,417,10
36700,367,10
36800,354,10
36900,342,10
37000,543,10
37100,1013,10
37200,539,10
37300,528,10
37400,571,10
37500,472,10
37600,523,10
37700,448,10
37800,529,10
37900,550,10
38000,493,10
38100,701,10
38200,548,10
38300,400,10
38400,509,10
38500,455,10
38600,475,10
38700,452,10
38800,486,10
38900,480,10
39000,280,10
39100,534,10
39200,686,10
39300,1243,10
39400,514,10
39500,243,10
39600,418,10
39700,381,10
39800,428,10
39900,525,10
40000,490,10
40100,529,10
40200,299,10
40300,4072,10
40400,697,10
40500,370,10
40600,441,10
40700,717,10
40800,426,10
40900,467,10
41000,359,10
41100,447,10
41200,376,10
41300,432,10
41400,615,10
41500,531,10
41600,598,10
41700,530,10
41800,626,10
41900,622,10
42000,420,10
42100,521,10
42200,457,10
42300,306,10
42400,348,10
42500,412,10
42600,477,10
42700,442,10
42800,395,10
42900,310,10
43000,207,10
43100,534,10
43200,591,10
43300,451,10
43400,212,10
43500,420,10
43600,538,10
43700,376,10
43800,392,10
43900,294,10
44000,307,10
44100,525,10
44200,373,10
44300,474,10
44400,522,10
44500,531,10
44600,495,10
44700,448,10
44800,447,10
44900,593,10
45000,289,10
45100,369,10
45200,615,10
45300,432,10
45400,389,10
45500,476,10
45600,366,10
45700,358,10
45800,320,10
45900,361,10
46000,349,10
46100,500,10
46200,517,10
46300,544,10
46400,286,10
46500,417,10
46600,453,10
46700,473,10
46800,653,10
46900,553,10
47000,467,10
47100,462,10
47200,419,10
47300,398,10
47400,328,10
47500,381,10
47600,452,10
47700,654,10
47800,504,10
47900,323,10
48000,237,10
48100,185,10
48200,398,10
48300,591,10
48400,402,10
48500,443,10
48600,549,10
48700,556,10
48800,458,10
48900,462,10
49000,423,10
49100,551,10
49200,574,10
49300,750,10
49400,421,10
49500,331,10
49600,641,10
49700,521,10
49800,288,10
49900,391,10
50000,444,10
50100,478,10
50200,244,10
50300,512,10
50400,582,10
50500,506,10
50600,669,10
50700,446,10
50800,887,10
50900,493,10
51000,554,10
51100,328,10
51200,534,10
51300,622,10
51400,266,10
51500,572,10
51600,551,10
51700,642,10
51800,726,10
51900,749,10
52000,359,10
52100,460,10
52200,488,10
52300,547,10
52400,500,10
52500,454,10
52600,415,10
52700,651,10
52800,836,10
52900,476,10
53000,449,10
53100,466,10
53200,678,10
53300,498,10
53400,276,10
53500,329,10
53600,485,10
53700,308,10
53800,554,10
53900,611,10
54000,415,10
54100,438,10
54200,282,10
54300,684,10
54400,482,10
54500,343,10
54600,279,10
54700,594,10
54800,506,10
54900,658,10
55000,337,10
55100,604,10
55200,283,10
55300,322,10
55400,436,10
55500,574,10
55600,366,10
55700,334,10
55800,458,10
55900,330,10
56000,355,10
56100,684,10
56200,531,10
56300,361,10
56400,405,10
56500,496,10
56600,529,10
56700,586,10
56800,465,10
56900,298,10
57000,235,10
57100,438,10
57200,441,10
57300,518,10
57400,170,10
57500,787,10
57600,331,10
57700,367,10
57800,509,10
57900,306,10
58000,549,10
58100,478,10
58200,292,10
58300,390,10
58400,488,10
58500,597,10
58600,327,10
58700,329,10
58800,398,10
58900,516,10
59000,277,10
59100,538,10
59200,305,10
59300,389,10
59400,556,10
59500,640,10
59600,657,10
59700,432,10
59800,449,10
59900,343,10
60000,293,10
60100,346,10
60200,460,10
60300,506,10
60400,223,10
60500,727,10
60600,426,10
60700,436,10
60800,221,10
60900,313,10
61000,442,10
61100,350,10
61200,719,10
61300,347,10
61400,827,10
61500,495,10
61600,429,10
61700,1010,10
61800,527,10
61900,223,10
62000,597,10
62100,1123,10
62200,480,10
62300,283,10
62400,437,10
62500,818,10
62600,376,10
62700,953,10
62800,533,10
62900,595,10
63000,1009,10
63100,529,10
63200,435,10
63300,529,10
63400,409,10
63500,900,10
63600,292,10
63700,412,10
63800,619,10
63900,315,10
64000,361,10
64100,713,10
64200,624,10
64300,760,10
64400,452,10
64500,560,10
64600,822,10
64700,455,10
64800,321,10
64900,343,10
65000,573,10
65100,321,10
65200,331,10
65300,446,10
65400,1111,10
65500,502,10
65600,389,10
65700,538,10
65800,258,10
65900,262,10
66000,590,10
66100,382,10
66200,458,10
66300,440,10
66400,503,10
66500,329,10
66600,1161,10
66700,650,10
66800,342,10
66900,454,10
67000,1065,10
67100,493,10
67200,1120,10
67300,390,10
67400,324,10
67500,332,10
67600,358,10
67700,304,10
67800,1009,10
67900,322,10
68000,890,10
68100,404,10
68200,332,10
68300,409,10
68400,1100,10
68500,454,10
68600,527,10
68700,258,10
68800,257,10
68900,782,10
69000,538,10
69100,742,10
69200,618,10
69300,258,10
69400,463,10
69500,519,10
69600,297,10
69700,273,10
69800,334,10
69900,298,10
70000,419,10
70100,441,10
70200,353,10
70300,343,10
70400,314,10
70500,262,10
70600,437,10
70700,341,10
70800,273,10
70900,240,10
71000,416,10
71100,384,10
71200,1222,10
71300,318,10
71400,300,10
71500,317,10
71600,392,10
71700,276,10
71800,363,10
71900,223,10
72000,444,10
72100,449,10
72200,521,10
72300,650,10
72400,283,10
72500,421,10
72600,593,10
72700,504,10
72800,525,10
72900,588,10
73000,648,10
73100,293,10
73200,328,10
73300,402,10
73400,265,10
73500,391,10
73600,166,10
73700,333,10
73800,388,10
73900,320,10
74000,420,10
74100,381,10
74200,217,10
74300,408,10
74400,341,10
74500,464,10
74600,283,10
74700,220,10
74800,298,10
74900,450,10
75000,468,10
75100,311,10
75200,492,10
75300,437,10
75400,424,10
75500,401,10
75600,681,10
75700,478,10
75800,451,10
75900,309,10
76000,280,10
76100,300,10
76200,515,10
76300,714,10
76400,627,10
76500,303,10
76600,480,10
76700,642,10
76800,385,10
76900,456,10
77000,407,10
77100,332,10
77200,462,10
77300,390,10
77400,590,10
77500,322,10
77600,545,10
77700,335,10
77800,345,10
77900,469,10
78000,541,10
78100,354,10
78200,607,10
78300,671,10
78400,364,10
78500,398,10
78600,283,10
78700,597,10
78800,436,10
78900,298,10
79000,368,10
79100,301,10
79200,270,10
79300,803,10
