n,c,trial
87400,410,6
87500,286,6
87600,513,6
87700,457,6
87800,764,6
87900,563,6
88000,385,6
88100,548,6
88200,713,6
88300,576,6
88400,377,6
88500,243,6
88600,533,6
88700,426,6
88800,451,6
88900,492,6
89000,356,6
89100,383,6
89200,296,6
89300,456,6
89400,703,6
89500,432,6
89600,712,6
89700,551,6
89800,353,6
89900,627,6
90000,358,6
90100,446,6
90200,502,6
90300,271,6
90400,590,6
90500,472,6
90600,473,6
90700,479,6
90800,519,6
90900,518,6
91000,489,6
91100,479,6
91200,527,6
91300,535,6
91400,541,6
91500,474,6
91600,373,6
91700,369,6
91800,546,6
91900,483,6
92000,379,6
92100,500,6
92200,537,6
92300,341,6
92400,302,6
92500,453,6
92600,415,6
92700,416,6
92800,469,6
92900,429,6
93000,343,6
93100,442,6
93200,449,6
93300,531,6
93400,460,6
93500,325,6
93600,407,6
93700,539,6
93800,516,6
93900,394,6
94000,305,6
94100,472,6
94200,594,6
94300,556,6
94400,403,6
94500,513,6
94600,481,6
94700,317,6
94800,594,6
94900,388,6
95000,326,6
95100,334,6
95200,343,6
95300,492,6
95400,296,6
95500,304,6
95600,379,6
95700,727,6
95800,767,6
95900,437,6
96000,419,6
96100,374,6
96200,492,6
96300,465,6
96400,353,6
96500,1079,6
96600,365,6
96700,485,6
96800,1008,6
96900,417,6
97000,327,6
97100,349,6
97200,384,6
97300,697,6
97400,479,6
97500,503,6
97600,485,6
97700,445,6
97800,487,6
97900,409,6
98000,285,6
98100,382,6
98200,370,6
98300,553,6
98400,600,6
98500,361,6
98600,347,6
98700,305,6
98800,586,6
98900,381,6
99000,568,6
99100,796,6
99200,452,6
99300,605,6
99400,540,6
99500,848,6
99600,363,6
99700,326,6
99800,810,6
99900,500,6
100000,343,6
100,428,7
200,418,7
300,475,7
400,376,7
500,383,7
600,465,7
700,407,7
800,516,7
900,427,7
1000,460,7
1100,540,7
1200,648,7
1300,448,7
1400,440,7
1500,571,7
1600,553,7
1700,679,7
1800,591,7
1900,438,7
2000,530,7
2100,564,7
2200,658,7
2300,448,7
2400,420,7
2500,452,7
2600,528,7
2700,615,7
2800,437,7
2900,387,7
3000,430,7
3100,442,7
3200,401,7
3300,435,7
3400,469,7
3500,402,7
3600,404,7
3700,295,7
3800,379,7
3900,387,7
4000,400,7
4100,563,7
4200,542,7
4300,537,7
4400,513,7
4500,430,7
4600,384,7
4700,533,7
4800,554,7
4900,544,7
5000,635,7
5100,565,7
5200,505,7
5300,351,7
5400,641,7
5500,636,7
5600,436,7
5700,498,7
5800,545,7
5900,439,7
6000,416,7
6100,373,7
6200,376,7
6300,372,7
6400,316,7
6500,458,7
6600,559,7
6700,575,7
6800,762,7
6900,489,7
7000,562,7
7100,748,7
7200,779,7
7300,763,7
7400,670,7
7500,492,7
7600,543,7
7700,669,7
7800,894,7
7900,660,7
8000,586,7
8100,719,7
8200,481,7
8300,919,7
8400,772,7
8500,833,7
8600,990,7
8700,668,7
8800,724,7
8900,1179,7
9000,941,7
9100,560,7
9200,646,7
9300,346,7
9400,596,7
9500,978,7
9600,722,7
9700,767,7
9800,733,7
9900,790,7
10000,948,7
10100,460,7
10200,479,7
10300,849,7
10400,483,7
10500,635,7
10600,863,7
10700,747,7
10800,576,7
10900,502,7
11000,826,7
11100,1531,7
11200,710,7
11300,593,7
11400,693,7
11500,1078,7
11600,428,7
11700,1100,7
11800,782,7
11900,551,7
12000,522,7
12100,842,7
12200,513,7
12300,1018,7
12400,548,7
12500,980,7
12600,449,7
12700,314,7
12800,455,7
12900,360,7
13000,740,7
13100,353,7
13200,406,7
13300,437,7
13400,375,7
13500,869,7
13600,476,7
13700,346,7
13800,338,7
13900,909,7
14000,692,7
14100,1155,7
14200,763,7
14300,1304,7
14400,838,7
14500,825,7
14600,860,7
14700,643,7
14800,617,7
14900,601,7
15000,533,7
15100,1195,7
15200,690,7
15300,651,7
15400,1076,7
15500,750,7
15600,562,7
15700,861,7
15800,736,7
15900,587,7
16000,374,7
16100,441,7
16200,479,7
16300,327,7
16400,667,7
16500,515,7
16600,501,7
16700,640,7
16800,595,7
16900,448,7
17000,465,7
17100,723,7
17200,488,7
17300,1512,7
17400,683,7
17500,616,7
17600,545,7
17700,587,7
17800,589,7
17900,571,7
18000,262,7
18100,593,7
18200,398,7
18300,445,7
18400,415,7
18500,642,7
18600,729,7
18700,643,7
18800,500,7
18900,513,7
19000,456,7
19100,590,7
19200,521,7
19300,852,7
19400,399,7
19500,479,7
19600,405,7
19700,779,7
19800,1559,7
19900,441,7
20000,752,7
20100,563,7
20200,702,7
20300,643,7
20400,715,7
20500,571,7
20600,632,7
20700,524,7
20800,647,7
20900,462,7
21000,669,7
21100,660,7
21200,583,7
21300,526,7
21400,597,7
21500,485,7
21600,469,7
21700,702,7
21800,719,7
21900,400,7
22000,511,7
22100,424,7
22200,533,7
22300,373,7
22400,386,7
22500,573,7
22600,376,7
22700,668,7
22800,749,7
22900,657,7
23000,485,7
23100,689,7
23200,378,7
23300,508,7
23400,732,7
23500,540,7
23600,478,7
23700,562,7
23800,839,7
23900,599,7
24000,783,7
24100,804,7
24200,243,7
24300,466,7
24400,568,7
24500,476,7
24600,635,7
24700,695,7
24800,664,7
24900,616,7
25000,523,7
25100,180,7
25200,460,7
25300,1095,7
25400,841,7
25500,585,7
25600,955,7
25700,508,7
25800,441,7
25900,420,7
26000,586,7
26100,724,7
26200,618,7
26300,677,7
26400,691,7
26500,757,7
26600,556,7
26700,665,7
26800,480,7
26900,406,7
27000,734,7
27100,505,7
27200,399,7
27300,594,7
27400,606,7
27500,531,7
27600,633,7
27700,599,7
27800,433,7
27900,557,7
28000,440,7
28100,729,7
28200,688,7
28300,512,7
28400,388,7
28500,807,7
28600,391,7
28700,530,7
28800,476,7
28900,555,7
29000,821,7
29100,447,7
29200,636,7
29300,420,7
29400,640,7
29500,564,7
29600,536,7
29700,611,7
29800,546,7
29900,560,7
30000,478,7
30100,588,7
30200,884,7
30300,502,7
30400,566,7
30500,538,7
30600,596,7
30700,639,7
30800,668,7
30900,444,7
31000,621,7
31100,835,7
31200,981,7
31300,978,7
31400,528,7
31500,657,7
31600,889,7
31700,1087,7
31800,755,7
31900,479,7
32000,620,7
32100,609,7
32200,983,7
32300,727,7
32400,388,7
32500,691,7
32600,751,7
32700,867,7
32800,1073,7
32900,866,7
33000,466,7
33100,665,7
33200,675,7
33300,1249,7
33400,730,7
33500,579,7
33600,703,7
33700,1008,7
33800,536,7
33900,597,7
34000,1086,7
34100,933,7
34200,302,7
34300,2139,7
34400,452,7
34500,488,7
34600,907,7
34700,464,7
34800,456,7
34900,341,7
35000,450,7
35100,597,7
35200,729,7
35300,563,7
35400,507,7
35500,378,7
35600,674,7
35700,325,7
35800,378,7
35900,691,7
36000,515,7
36100,379,7
36200,443,7
36300,363,7
36400,621,7
36500,330,7
36600,432,7
36700,6360,7
36800,529,7
36900,359,7
37000,998,7
37100,877,7
37200,1254,7
37300,517,7
37400,407,7
37500,447,7
37600,520,7
37700,428,7
37800,392,7
37900,380,7
38000,308,7
38100,388,7
38200,384,7
38300,554,7
38400,502,7
38500,769,7
38600,505,7
38700,414,7
38800,672,7
38900,408,7
39000,488,7
39100,410,7
39200,451,7
39300,615,7
39400,527,7
39500,675,7
39600,567,7
39700,1178,7
39800,593,7
39900,698,7
40000,358,7
40100,430,7
40200,366,7
40300,514,7
40400,420,7
40500,585,7
40600,345,7
40700,443,7
40800,426,7
40900,314,7
41000,708,7
41100,641,7
41200,613,7
41300,646,7
41400,538,7
41500,507,7
41600,613,7
41700,425,7
41800,747,7
41900,583,7
42000,467,7
42100,449,7
42200,560,7
42300,629,7
42400,572,7
42500,592,7
42600,616,7
42700,600,7
42800,527,7
42900,473,7
43000,961,7
43100,511,7
43200,439,7
43300,393,7
43400,379,7
43500,638,7
43600,423,7
43700,767,7
43800,503,7
43900,675,7
44000,6911,7
44100,641,7
44200,342,7
44300,836,7
44400,398,7
44500,523,7
44600,600,7
44700,980,7
44800,582,7
44900,371,7
45000,247,7
45100,480,7
45200,285,7
45300,1002,7
45400,447,7
45500,906,7
45600,640,7
45700,580,7
45800,562,7
45900,333,7
46000,540,7
46100,282,7
46200,457,7
46300,443,7
46400,491,7
46500,1255,7
46600,391,7
46700,638,7
46800,762,7
46900,312,7
47000,685,7
47100,365,7
47200,637,7
47300,543,7
47400,624,7
47500,664,7
47600,607,7
47700,552,7
47800,529,7
47900,653,7
48000,519,7
48100,388,7
48200,282,7
48300,529,7
48400,498,7
48500,492,7
48600,525,7
48700,311,7
48800,527,7
48900,543,7
49000,403,7
49100,520,7
49200,246,7
49300,686,7
49400,497,7
49500,536,7
49600,461,7
49700,454,7
49800,742,7
49900,610,7
50000,379,7
50100,552,7
50200,607,7
50300,413,7
50400,382,7
50500,484,7
50600,508,7
50700,591,7
50800,449,7
50900,396,7
51000,750,7
51100,374,7
51200,407,7
51300,663,7
51400,571,7
51500,393,7
51600,275,7
51700,543,7
51800,710,7
51900,420,7
52000,632,7
52100,643,7
52200,388,7
52300,551,7
52400,346,7
52500,4248,7
52600,540,7
52700,451,7
52800,389,7
52900,442,7
53000,504,7
53100,583,7
53200,354,7
53300,450,7
53400,350,7
53500,339,7
53600,576,7
53700,606,7
53800,406,7
53900,481,7
54000,396,7
54100,496,7
54200,450,7
54300,467,7
54400,389,7
54500,263,7
54600,302,7
54700,334,7
54800,257,7
54900,519,7
55000,405,7
55100,513,7
55200,374,7
55300,500,7
55400,507,7
55500,683,7
55600,375,7
55700,420,7
55800,446,7
55900,513,7
56000,323,7
56100,430,7
56200,563,7
56300,563,7
56400,495,7
56500,541,7
56600,380,7
56700,273,7
56800,406,7
56900,710,7
57000,728,7
57100,295,7
57200,398,7
57300,375,7
57400,1291,7
57500,416,7
57600,247,7
57700,678,7
57800,575,7
57900,514,7
58000,975,7
58100,488,7
58200,437,7
58300,542,7
58400,1126,7
58500,762,7
58600,688,7
58700,368,7
58800,859,7
58900,891,7
59000,412,7
59100,732,7
59200,550,7
59300,814,7
59400,617,7
59500,522,7
59600,351,7
59700,1005,7
59800,1046,7
59900,347,7
60000,604,7
60100,341,7
60200,442,7
60300,621,7
60400,441,7
60500,390,7
60600,586,7
60700,309,7
60800,552,7
60900,554,7
61000,455,7
61100,1157,7
61200,562,7
61300,724,7
61400,694,7
61500,872,7
61600,739,7
61700,572,7
61800,948,7
61900,868,7
62000,484,7
62100,429,7
62200,446,7
62300,1030,7
62400,1761,7
62500,867,7
62600,500,7
62700,514,7
62800,343,7
62900,523,7
63000,371,7
63100,377,7
63200,801,7
63300,389,7
63400,461,7
63500,328,7
63600,350,7
63700,175,7
63800,463,7
63900,302,7
64000,270,7
64100,595,7
64200,956,7
64300,1207,7
64400,443,7
64500,608,7
64600,550,7
64700,936,7
64800,600,7
64900,585,7
65000,378,7
65100,415,7
65200,216,7
65300,801,7
65400,583,7
65500,533,7
65600,483,7
65700,925,7
65800,324,7
65900,581,7
66000,304,7
66100,320,7
66200,848,7
66300,365,7
66400,584,7
66500,301,7
66600,467,7
66700,577,7
66800,417,7
66900,554,7
67000,634,7
67100,432,7
67200,886,7
67300,329,7
67400,483,7
67500,295,7
67600,584,7
67700,160,7
67800,835,7
67900,381,7
68000,542,7
68100,383,7
68200,724,7
68300,506,7
68400,329,7
68500,823,7
68600,587,7
68700,928,7
68800,360,7
68900,622,7
69000,632,7
69100,944,7
69200,484,7
69300,384,7
69400,596,7
69500,947,7
69600,377,7
69700,331,7
69800,507,7
69900,553,7
70000,441,7
70100,399,7
70200,764,7
70300,371,7
70400,632,7
70500,517,7
70600,526,7
70700,551,7
70800,346,7
70900,519,7
71000,570,7
71100,407,7
71200,522,7
71300,466,7
71400,652,7
71500,391,7
71600,322,7
71700,443,7
71800,359,7
71900,574,7
72000,837,7
72100,600,7
72200,451,7
72300,676,7
72400,377,7
72500,631,7
72600,423,7
72700,420,7
72800,618,7
72900,212,7
73000,402,7
73100,565,7
73200,411,7
73300,194,7
73400,175,7
73500,442,7
73600,431,7
73700,304,7
73800,397,7
73900,361,7
74000,304,7
74100,411,7
74200,398,7
74300,209,7
74400,356,7
74500,432,7
74600,414,7
74700,451,7
74800,509,7
74900,516,7
75000,413,7
75100,570,7
75200,465,7
75300,430,7
75400,511,7
75500,320,7
75600,269,7
75700,277,7
75800,356,7
75900,279,7
76000,396,7
76100,309,7
76200,312,7
76300,351,7
76400,378,7
76500,346,7
76600,465,7
76700,511,7
76800,492,7
76900,378,7
77000,314,7
77100,371,7
77200,398,7
77300,308,7
77400,362,7
77500,439,7
77600,295,7
77700,510,7
77800,368,7
77900,371,7
78000,496,7
78100,589,7
78200,696,7
78300,558,7
78400,318,7
78500,400,7
78600,435,7
78700,225,7
78800,313,7
78900,509,7
79000,756,7
79100,277,7
79200,271,7
79300,453,7
79400,226,7
79500,452,7
79600,208,7
79700,351,7
79800,331,7
79900,450,7
80000,383,7
80100,520,7
80200,127,7
80300,386,7
80400,385,7
80500,441,7
80600,391,7
80700,417,7
80800,267,7
80900,376,7
81000,409,7
81100,359,7
81200,367,7
81300,371,7
81400,299,7
81500,263,7
81600,282,7
81700,551,7
81800,373,7
81900,297,7
82000,460,7
82100,515,7
82200,342,7
82300,407,7
82400,443,7
82500,710,7
82600,634,7
82700,563,7
82800,753,7
82900,663,7
83000,448,7
83100,573,7
83200,447,7
83300,553,7
83400,529,7
83500,321,7
83600,737,7
83700,462,7
83800,218,7
83900,647,7
84000,327,7
84100,214,7
84200,641,7
84300,463,7
84400,280,7
84500,543,7
84600,426,7
84700,386,7
84800,562,7
84900,457,7
85000,786,7
85100,421,7
85200,490,7
85300,317,7
85400,359,7
85500,422,7
85600,273,7
85700,436,7
85800,548,7
85900,310,7
86000,384,7
86100,345,7
86200,572,7
86300,472,7
86400,289,7
86500,204,7
86600,519,7
86700,582,7
86800,456,7
86900,341,7
87000,463,7
87100,693,7
87200,604,7
87300,356,7
87400,522,7
87500,392,7
87600,517,7
87700,1210,7
87800,657,7
87900,528,7
88000,349,7
88100,582,7
88200,334,7
88300,406,7
88400,573,7
88500,454,7
88600,692,7
88700,368,7
88800,428,7
88900,613,7
89000,610,7
89100,479,7
89200,327,7
89300,504,7
89400,832,7
89500,513,7
89600,344,7
89700,713,7
89800,467,7
89900,670,7
90000,351,7
90100,317,7
90200,466,7
90300,598,7
90400,581,7
90500,615,7
90600,422,7
90700,376,7
90800,701,7
90900,404,7
91000,540,7
91100,317,7
91200,464,7
91300,375,7
91400,357,7
91500,538,7
91600,388,7
91700,388,7
91800,321,7
91900,362,7
92000,402,7
92100,455,7
92200,387,7
92300,772,7
92400,512,7
92500,176,7
92600,287,7
92700,363,7
92800,296,7
92900,325,7
93000,353,7
93100,845,7
93200,374,7
93300,644,7
93400,336,7
93500,349,7
93600,527,7
93700,316,7
93800,353,7
93900,432,7
94000,388,7
94100,515,7
94200,553,7
94300,483,7
94400,370,7
94500,328,7
94600,339,7
94700,461,7
94800,646,7
94900,214,7
95000,469,7
95100,422,7
95200,537,7
95300,423,7
95400,424,7
95500,220,7
95600,558,7
95700,346,7
95800,242,7
95900,302,7
96000,504,7
96100,396,7
96200,263,7
96300,209,7
96400,1255,7
96500,508,7
96600,619,7
96700,453,7
96800,442,7
96900,527,7
97000,481,7
97100,737,7
97200,368,7
97300,277,7
97400,403,7
97500,363,7
97600,251,7
97700,346,7
97800,431,7
97900,397,7
98000,343,7
98100,477,7
98200,301,7
98300,254,7
98400,681,7
98500,440,7
98600,572,7
98700,372,7
98800,671,7
98900,392,7
99000,349,7
99100,373,7
99200,357,7
99300,426,7
99400,565,7
99500,180,7
99600,450,7
99700,568,7
99800,506,7
99900,553,7
100000,517,7
100,262,8
200,612,8
300,583,8
400,345,8
500,432,8
600,647,8
700,567,8
800,380,8
900,381,8
1000,431,8
1100,530,8
1200,324,8
1300,520,8
1400,599,8
1500,751,8
1600,360,8
1700,366,8
1800,721,8
1900,555,8
2000,351,8
2100,565,8
2200,600,8
2300,267,8
2400,364,8
2500,608,8
2600,431,8
2700,623,8
2800,481,8
2900,343,8
3000,521,8
3100,364,8
3200,310,8
3300,635,8
3400,332,8
3500,275,8
3600,499,8
3700,542,8
3800,346,8
3900,280,8
4000,408,8
4100,280,8
4200,328,8
4300,515,8
4400,648,8
4500,308,8
4600,404,8
4700,323,8
4800,366,8
4900,543,8
5000,399,8
5100,401,8
5200,434,8
5300,340,8
5400,407,8
5500,415,8
5600,573,8
5700,618,8
5800,369,8
5900,198,8
6000,604,8
6100,301,8
6200,484,8
6300,523,8
6400,796,8
6500,451,8
6600,466,8
6700,397,8
6800,804,8
6900,433,8
7000,468,8
7100,494,8
7200,829,8
7300,376,8
7400,686,8
7500,500,8
7600,528,8
7700,797,8
7800,489,8
7900,664,8
8000,476,8
8100,599,8
8200,864,8
8300,949,8
8400,1000,8
8500,522,8
8600,587,8
8700,553,8
8800,866,8
8900,845,8
9000,605,8
9100,1102,8
9200,619,8
9300,416,8
9400,689,8
9500,393,8
9600,489,8
9700,655,8
9800,658,8
9900,1114,8
10000,705,8
10100,860,8
10200,562,8
10300,606,8
10400,898,8
10500,755,8
10600,683,8
10700,583,8
10800,664,8
10900,765,8
11000,895,8
11100,778,8
11200,941,8
11300,516,8
11400,582,8
11500,939,8
11600,489,8
11700,594,8
11800,1072,8
11900,1118,8
12000,704,8
12100,1067,8
12200,701,8
12300,558,8
12400,512,8
12500,537,8
12600,647,8
12700,925,8
12800,575,8
12900,934,8
13000,443,8
13100,905,8
13200,687,8
13300,572,8
13400,431,8
13500,716,8
13600,562,8
13700,505,8
13800,636,8
13900,989,8
14000,642,8
14100,900,8
14200,844,8
14300,878,8
14400,544,8
14500,715,8
14600,642,8
14700,118,8
14800,936,8
14900,732,8
15000,745,8
15100,698,8
15200,1029,8
15300,665,8
15400,784,8
15500,548,8
15600,486,8
15700,819,8
15800,722,8
15900,768,8
16000,905,8
16100,753,8
16200,367,8
16300,505,8
16400,416,8
16500,685,8
16600,966,8
16700,750,8
16800,485,8
16900,823,8
17000,719,8
17100,359,8
17200,636,8
17300,898,8
17400,606,8
17500,500,8
17600,479,8
17700,603,8
17800,530,8
17900,675,8
18000,771,8
18100,375,8
18200,424,8
18300,927,8
18400,664,8
18500,476,8
18600,777,8
18700,724,8
18800,514,8
18900,800,8
19000,254,8
19100,586,8
19200,552,8
19300,263,8
19400,423,8
19500,845,8
19600,528,8
19700,622,8
19800,338,8
19900,410,8
20000,607,8
20100,537,8
20200,547,8
20300,305,8
20400,626,8
20500,682,8
20600,503,8
20700,725,8
20800,718,8
20900,492,8
21000,742,8
21100,432,8
21200,664,8
21300,674,8
21400,1299,8
21500,1447,8
21600,1094,8
21700,750,8
21800,582,8
21900,701,8
22000,904,8
22100,616,8
22200,366,8
22300,758,8
22400,582,8
22500,1036,8
22600,517,8
22700,520,8
22800,885,8
22900,434,8
23000,686,8
23100,779,8
23200,650,8
23300,455,8
23400,989,8
23500,1140,8
23600,912,8
23700,818,8
23800,547,8
23900,712,8
24000,374,8
24100,334,8
24200,884,8
24300,594,8
24400,564,8
24500,958,8
24600,473,8
24700,883,8
24800,309,8
24900,778,8
25000,407,8
25100,489,8
25200,611,8
25300,412,8
25400,817,8
25500,337,8
25600,360,8
25700,305,8
25800,875,8
25900,587,8
26000,590,8
26100,413,8
26200,758,8
26300,651,8
26400,588,8
26500,468,8
26600,442,8
26700,364,8
26800,429,8
26900,472,8
27000,572,8
27100,396,8
27200,493,8
27300,423,8
27400,276,8
27500,423,8
27600,294,8
27700,336,8
27800,388,8
27900,570,8
28000,556,8
28100,376,8
28200,680,8
28300,163,8
28400,680,8
28500,561,8
28600,414,8
28700,620,8
28800,424,8
28900,464,8
29000,595,8
29100,474,8
29200,647,8
29300,490,8
29400,512,8
29500,683,8
29600,574,8
29700,410,8
29800,414,8
29900,403,8
30000,253,8
30100,431,8
30200,352,8
30300,285,8
30400,390,8
30500,305,8
30600,375,8
30700,331,8
30800,577,8
30900,120,8
31000,426,8
31100,302,8
31200,331,8
31300,552,8
31400,637,8
31500,470,8
31600,979,8
31700,639,8
31800,370,8
31900,622,8
32000,181,8
32100,575,8
32200,322,8
32300,433,8
32400,732,8
32500,585,8
32600,386,8
32700,1302,8
32800,609,8
32900,332,8
33000,473,8
33100,418,8
33200,695,8
33300,380,8
33400,448,8
33500,277,8
33600,484,8
33700,1040,8
33800,475,8
33900,277,8
34000,1105,8
34100,503,8
34200,653,8
34300,392,8
34400,384,8
34500,1659,8
34600,526,8
34700,551,8
34800,305,8
34900,442,8
35000,354,8
35100,595,8
35200,359,8
35300,280,8
35400,595,8
35500,1193,8
35600,7992,8
35700,357,8
35800,508,8
35900,562,8
36000,527,8
36100,587,8
36200,813,8
36300,1110,8
36400,718,8
36500,646,8
36600,1302,8
36700,556,8
36800,625,8
36900,918,8
37000,1122,8
37100,1076,8
37200,4601,8
37300,438,8
37400,1050,8
37500,738,8
37600,664,8
37700,516,8
37800,525,8
37900,397,8
38000,633,8
38100,816,8
38200,824,8
38300,359,8
38400,330,8
38500,502,8
38600,539,8
38700,701,8
38800,417,8
38900,850,8
39000,768,8
39100,484,8
39200,746,8
39300,589,8
39400,581,8
39500,474,8
39600,461,8
39700,1903,8
39800,548,8
39900,4286,8
40000,973,8
40100,735,8
40200,669,8
40300,380,8
40400,595,8
40500,861,8
40600,846,8
40700,426,8
40800,601,8
40900,488,8
41000,537,8
41100,625,8
41200,1123,8
41300,380,8
41400,465,8
41500,733,8
41600,649,8
41700,476,8
41800,494,8
41900,448,8
42000,890,8
42100,614,8
42200,449,8
42300,612,8
42400,916,8
42500,957,8
42600,496,8
42700,441,8
42800,519,8
42900,400,8
43000,545,8
43100,589,8
43200,425,8
43300,401,8
43400,677,8
43500,555,8
43600,543,8
43700,557,8
43800,759,8
43900,449,8
44000,658,8
44100,373,8
44200,591,8
44300,284,8
44400,471,8
44500,4392,8
44600,544,8
44700,625,8
44800,346,8
44900,370,8
45000,554,8
45100,495,8
45200,371,8
45300,706,8
45400,446,8
45500,691,8
45600,385,8
45700,522,8
45800,491,8
45900,364,8
46000,357,8
46100,496,8
46200,862,8
46300,633,8
46400,447,8
46500,759,8
46600,446,8
46700,859,8
46800,4209,8
46900,331,8
47000,320,8
47100,715,8
47200,511,8
47300,392,8
47400,392,8
47500,378,8
47600,425,8
47700,624,8
47800,456,8
47900,394,8
48000,317,8
48100,405,8
48200,342,8
48300,487,8
48400,338,8
48500,995,8
48600,524,8
48700,547,8
48800,449,8
48900,351,8
49000,516,8
49100,456,8
49200,460,8
49300,516,8
49400,437,8
49500,616,8
49600,741,8
49700,654,8
49800,572,8
49900,1000,8
50000,950,8
50100,342,8
50200,559,8
50300,517,8
50400,792,8
50500,606,8
50600,761,8
50700,355,8
50800,627,8
50900,477,8
51000,535,8
51100,365,8
51200,422,8
51300,385,8
51400,603,8
51500,420,8
51600,447,8
51700,877,8
51800,428,8
51900,556,8
52000,498,8
52100,417,8
52200,394,8
52300,402,8
52400,602,8
52500,461,8
52600,474,8
52700,522,8
52800,429,8
52900,391,8
53000,363,8
53100,299,8
53200,393,8
53300,627,8
53400,355,8
53500,481,8
53600,613,8
53700,368,8
53800,329,8
53900,321,8
54000,566,8
54100,300,8
54200,661,8
54300,590,8
54400,303,8
54500,673,8
54600,529,8
54700,437,8
54800,589,8
54900,477,8
55000,895,8
55100,591,8
55200,456,8
55300,620,8
55400,1506,8
55500,319,8
55600,325,8
55700,356,8
55800,518,8
55900,608,8
56000,363,8
56100,300,8
56200,423,8
56300,597,8
56400,333,8
56500,700,8
56600,557,8
56700,401,8
56800,321,8
56900,293,8
57000,336,8
57100,583,8
57200,351,8
57300,379,8
57400,401,8
57500,316,8
57600,331,8
57700,876,8
57800,333,8
57900,437,8
58000,362,8
58100,311,8
58200,724,8
58300,694,8
58400,6901,8
58500,358,8
58600,384,8
58700,749,8
58800,732,8
58900,325,8
59000,588,8
59100,444,8
59200,817,8
59300,339,8
59400,429,8
59500,603,8
59600,928,8
59700,574,8
59800,380,8
59900,269,8
60000,629,8
60100,456,8
60200,518,8
60300,339,8
60400,445,8
60500,769,8
60600,713,8
60700,270,8
60800,725,8
60900,1015,8
61000,303,8
61100,647,8
61200,334,8
61300,380,8
61400,509,8
61500,299,8
61600,441,8
61700,731,8
61800,639,8
61900,720,8
62000,380,8
62100,513,8
62200,300,8
62300,1304,8
62400,924,8
62500,1031,8
62600,710,8
62700,259,8
62800,377,8
62900,934,8
63000,759,8
63100,730,8
63200,355,8
63300,440,8
63400,431,8
63500,465,8
63600,473,8
63700,277,8
63800,695,8
63900,451,8
64000,584,8
64100,284,8
64200,549,8
64300,454,8
64400,314,8
64500,401,8
64600,206,8
64700,771,8
64800,633,8
64900,1098,8
65000,422,8
65100,530,8
65200,475,8
65300,519,8
65400,341,8
65500,448,8
65600,721,8
65700,787,8
